loss,accuracy
0.2533625995607248,97.21746575342466
0.09198546166797834,98.74429223744292
0.0684986059287829,98.74429223744292
0.05935044260695577,98.74429223744292
0.054806188913062215,98.74429223744292
0.05193234524423523,98.74429223744292
0.04721352710787739,98.74429223744292
0.04416004701384476,98.74429223744292
0.046587074208738546,98.74429223744292
0.0434704243671149,98.74429223744292
0.041549085872247815,98.74429223744292
0.041233048807563524,98.74429223744292
0.0405807398658778,98.74429223744292
0.03903163500529315,98.74429223744292
0.038067822477647235,98.74429223744292
0.03843549855186471,98.74429223744292
0.03691055259800383,98.73002283105023
0.03682443765657289,98.73002283105023
0.0360799760424665,98.71575342465754
0.03449133906646499,98.71575342465754
0.03534360955070172,98.8013698630137
0.03557568652156208,98.85844748858447
0.034650690437826724,98.787100456621
0.03269587384004678,98.74429223744292
0.03342695161700249,98.81563926940639
0.0323052028460162,98.787100456621
0.03176307185952153,98.90125570776256
0.029324871620961597,98.92979452054794
0.03131452874679651,98.85844748858447
0.028123975631647875,98.97260273972603
0.029781708793182458,98.88698630136986
0.029356240943473364,98.94406392694064
0.02842060456584607,98.97260273972603
0.02599489170825109,98.92979452054794
0.026871680714456097,99.00114155251141
0.024554363541288433,99.10102739726027
0.02714554448279419,98.90125570776256
0.025528381844716414,98.88698630136986
0.023944613739981184,99.08675799086758
0.02346094632022349,98.94406392694064
0.022351089864969254,99.10102739726027
0.023972647081661438,99.15810502283105
0.025105110702237914,99.07248858447488
0.022641319748280302,99.12956621004567
0.021818390049572502,99.15810502283105
0.021752656736810292,99.07248858447488
0.02001987410975354,99.10102739726027
0.02144770262696381,99.12956621004567
0.019176174853263155,99.2722602739726
0.022230193343213096,99.10102739726027
