open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
2024-09-04 00:00:00+00:00,0.09685,0.09951,0.09193,0.09802,14944259.0,2024-09-04 23:59:59.999000+00:00,1444763.84887,9050,7758052.0,750773.01805,
2024-09-05 00:00:00+00:00,0.09805,0.09915,0.09605,0.09835,5792469.0,2024-09-05 23:59:59.999000+00:00,565698.48156,6310,3040226.0,296861.19562,
2024-09-06 00:00:00+00:00,0.0984,0.09941,0.08897,0.09252,13692031.0,2024-09-06 23:59:59.999000+00:00,1285425.39997,12743,6801107.0,637809.89568,
2024-09-07 00:00:00+00:00,0.09241,0.0957,0.09176,0.09537,8892103.0,2024-09-07 23:59:59.999000+00:00,839281.19308,11108,4935409.0,466156.28945,
2024-09-08 00:00:00+00:00,0.09539,0.09695,0.09384,0.09616,6866265.0,2024-09-08 23:59:59.999000+00:00,655877.04261,8955,3359108.0,320881.83427,
2024-09-09 00:00:00+00:00,0.09616,0.10494,0.09574,0.1038,22904955.0,2024-09-09 23:59:59.999000+00:00,2281102.01811,24681,14402367.0,1430067.72549,
2024-09-10 00:00:00+00:00,0.10381,0.1046,0.10157,0.1028,8719115.0,2024-09-10 23:59:59.999000+00:00,898656.32536,9636,4266593.0,439987.87905,
2024-09-11 00:00:00+00:00,0.10285,0.10304,0.09788,0.10137,14192530.0,2024-09-11 23:59:59.999000+00:00,1424766.29504,14615,7048234.0,708033.55044,
2024-09-12 00:00:00+00:00,0.10137,0.10333,0.10046,0.1027,13417688.0,2024-09-12 23:59:59.999000+00:00,1366872.80333,17480,6531119.0,665233.59898,
2024-09-13 00:00:00+00:00,0.10274,0.10908,0.10181,0.10709,22295805.0,2024-09-13 23:59:59.999000+00:00,2352392.58885,24412,10709249.0,1130189.48366,
2024-09-14 00:00:00+00:00,0.10706,0.10777,0.10438,0.10545,7804871.0,2024-09-14 23:59:59.999000+00:00,827750.64858,10071,3413892.0,362175.10344,
2024-09-15 00:00:00+00:00,0.10545,0.10644,0.10216,0.10297,6362638.0,2024-09-15 23:59:59.999000+00:00,668495.95157,10267,3199388.0,335863.82903,
2024-09-16 00:00:00+00:00,0.10283,0.10319,0.09834,0.09965,13792162.0,2024-09-16 23:59:59.999000+00:00,1388707.28113,9815,6905705.0,694906.54859,
2024-09-17 00:00:00+00:00,0.09967,0.10269,0.09873,0.10118,9411249.0,2024-09-17 23:59:59.999000+00:00,951761.89987,5904,4534677.0,459136.78818,
2024-09-18 00:00:00+00:00,0.10106,0.10386,0.09939,0.10383,7902044.0,2024-09-18 23:59:59.999000+00:00,799317.51506,8557,3703128.0,374762.72396,
2024-09-19 00:00:00+00:00,0.10389,0.10715,0.10348,0.10496,10805125.0,2024-09-19 23:59:59.999000+00:00,1135855.0603,7236,6020725.0,632782.64912,
2024-09-20 00:00:00+00:00,0.10503,0.10746,0.10365,0.10554,9986854.0,2024-09-20 23:59:59.999000+00:00,1052730.21666,5046,5243785.0,552230.30255,
2024-09-21 00:00:00+00:00,0.10553,0.11045,0.10408,0.1099,6688270.0,2024-09-21 23:59:59.999000+00:00,719781.08529,3748,3673469.0,396051.31894,
2024-09-22 00:00:00+00:00,0.10993,0.10994,0.10377,0.10641,7335750.0,2024-09-22 23:59:59.999000+00:00,782485.85267,3809,3442484.0,367169.77876,
2024-09-23 00:00:00+00:00,0.10638,0.10911,0.10423,0.1082,10092589.0,2024-09-23 23:59:59.999000+00:00,1082739.70257,6804,5126829.0,550445.27831,
2024-09-24 00:00:00+00:00,0.10811,0.1106,0.10682,0.10978,9456550.0,2024-09-24 23:59:59.999000+00:00,1028526.61498,8501,4334492.0,471566.12701,
2024-09-25 00:00:00+00:00,0.10979,0.11113,0.108,0.10851,9106664.0,2024-09-25 23:59:59.999000+00:00,998337.8842,8147,4219168.0,462762.82182,
2024-09-26 00:00:00+00:00,0.10863,0.12071,0.10698,0.11818,30426894.0,2024-09-26 23:59:59.999000+00:00,3505721.95983,21366,16177436.0,1862056.40362,
2024-09-27 00:00:00+00:00,0.1181,0.12874,0.11707,0.12383,22534936.0,2024-09-27 23:59:59.999000+00:00,2786341.29636,18668,11674849.0,1444108.57086,
2024-09-28 00:00:00+00:00,0.12345,0.13208,0.12018,0.12821,28147836.0,2024-09-28 23:59:59.999000+00:00,3578717.04424,21187,14422629.0,1836593.20603,
2024-09-29 00:00:00+00:00,0.12814,0.13045,0.12442,0.12444,13416110.0,2024-09-29 23:59:59.999000+00:00,1702814.60559,16665,6378995.0,810114.05315,
2024-09-30 00:00:00+00:00,0.12455,0.1247,0.11332,0.11433,11321404.0,2024-09-30 23:59:59.999000+00:00,1356057.40009,11000,4364674.0,523431.578,
2024-10-01 00:00:00+00:00,0.11462,0.11935,0.10226,0.10695,24506985.0,2024-10-01 23:59:59.999000+00:00,2697502.81796,14690,12622427.0,1395395.55474,
2024-10-02 00:00:00+00:00,0.10677,0.1095,0.10228,0.10468,10874877.0,2024-10-02 23:59:59.999000+00:00,1155933.63694,5186,5460912.0,581841.62394,
2024-10-03 00:00:00+00:00,0.10457,0.1068,0.10108,0.1051,8981874.0,2024-10-03 23:59:59.999000+00:00,932477.31033,3712,4596204.0,477211.19432,
2024-10-04 00:00:00+00:00,0.10512,0.11055,0.10476,0.10921,9953985.0,2024-10-04 23:59:59.999000+00:00,1080555.11708,3188,4920512.0,534239.90771,
2024-10-05 00:00:00+00:00,0.10931,0.11022,0.10749,0.10946,4230632.0,2024-10-05 23:59:59.999000+00:00,461181.85513,1525,2080595.0,226956.92006,
2024-10-06 00:00:00+00:00,0.10952,0.11282,0.10848,0.11157,5275317.0,2024-10-06 23:59:59.999000+00:00,584442.51946,1862,3203344.0,355261.14619,
2024-10-07 00:00:00+00:00,0.11155,0.11543,0.10827,0.10848,11607881.0,2024-10-07 23:59:59.999000+00:00,1302338.40439,3880,6323501.0,710581.45848,
2024-10-08 00:00:00+00:00,0.10873,0.11,0.10524,0.10709,8706332.0,2024-10-08 23:59:59.999000+00:00,935402.60807,2541,3620262.0,389607.76877,
2024-10-09 00:00:00+00:00,0.10717,0.11141,0.10601,0.1078,11717631.0,2024-10-09 23:59:59.999000+00:00,1279100.62979,4356,6019265.0,658326.80383,
2024-10-10 00:00:00+00:00,0.10784,0.10853,0.10303,0.10601,9504930.0,2024-10-10 23:59:59.999000+00:00,1004524.83029,3942,4330366.0,457000.59002,
2024-10-11 00:00:00+00:00,0.10594,0.11137,0.10558,0.11073,9297798.0,2024-10-11 23:59:59.999000+00:00,1018459.63342,4666,4160184.0,455480.34997,
2024-10-12 00:00:00+00:00,0.11076,0.11217,0.10933,0.11139,5856135.0,2024-10-12 23:59:59.999000+00:00,651660.56783,3496,2839332.0,315858.16616,
2024-10-13 00:00:00+00:00,0.11153,0.11206,0.10865,0.11142,6808845.0,2024-10-13 23:59:59.999000+00:00,754177.86256,3299,2480584.0,274344.8955,
2024-10-14 00:00:00+00:00,0.11137,0.11765,0.1093,0.11668,17468661.0,2024-10-14 23:59:59.999000+00:00,1991253.60316,6728,9646165.0,1100682.91871,
2024-10-15 00:00:00+00:00,0.11675,0.11925,0.11019,0.11752,22727567.0,2024-10-15 23:59:59.999000+00:00,2615052.95219,7413,11921044.0,1373470.67431,
2024-10-16 00:00:00+00:00,0.11745,0.13003,0.11579,0.12571,45136040.0,2024-10-16 23:59:59.999000+00:00,5668820.97416,14400,23963292.0,3009870.62681,
2024-10-17 00:00:00+00:00,0.12575,0.1309,0.12045,0.1297,32681227.0,2024-10-17 23:59:59.999000+00:00,4086413.7708,12649,15000146.0,1875015.24382,
2024-10-18 00:00:00+00:00,0.12965,0.14079,0.1295,0.13713,45791640.0,2024-10-18 23:59:59.999000+00:00,6200556.44629,24544,24215551.0,3278980.77734,
2024-10-19 00:00:00+00:00,0.13717,0.14737,0.13702,0.14393,31173305.0,2024-10-19 23:59:59.999000+00:00,4475140.32637,24027,14981425.0,2152704.24312,
2024-10-20 00:00:00+00:00,0.14407,0.14564,0.13727,0.14214,20282126.0,2024-10-20 23:59:59.999000+00:00,2861583.76474,13176,10630472.0,1502886.64604,
2024-10-21 00:00:00+00:00,0.14207,0.14972,0.13819,0.14363,34922025.0,2024-10-21 23:59:59.999000+00:00,5026541.96057,21964,17705226.0,2546447.9976,
2024-10-22 00:00:00+00:00,0.14365,0.14834,0.13642,0.13953,23961243.0,2024-10-22 23:59:59.999000+00:00,3389563.43996,15729,11863182.0,1676771.77193,
