ts,prob,close,next_open,future_close,enter,trade_ret,equity
2025-06-25 13:30:00+00:00,0.23763138,2437.04,2437.02,2430.88,0,0.0,1.0
2025-06-25 13:45:00+00:00,0.2804106,2436.31,2436.31,2406.48,0,0.0,1.0
2025-06-25 14:00:00+00:00,0.0009976261,2430.88,2430.8,2422.27,0,0.0,1.0
2025-06-25 14:15:00+00:00,0.7957629,2406.48,2406.28,2433.49,1,0.009307910966304568,1.0093079109663046
2025-06-25 14:30:00+00:00,0.99155724,2422.27,2422.5,2420.4,1,-0.0028668730650154278,1.0064143533020482
2025-06-25 14:45:00+00:00,0.5596572,2433.49,2433.28,2414.4,1,-0.009759074171488689,0.9965926809809227
2025-06-25 15:00:00+00:00,0.05112052,2420.4,2420.88,2408.8,0,0.0,0.9965926809809227
2025-06-25 15:15:00+00:00,0.20776138,2414.4,2414.41,2406.81,0,0.0,0.9965926809809227
2025-06-25 15:30:00+00:00,0.11580985,2408.8,2408.7,2412.72,0,0.0,0.9965926809809227
2025-06-25 15:45:00+00:00,0.30175263,2406.81,2406.82,2419.99,0,0.0,0.9965926809809227
2025-06-25 16:00:00+00:00,0.9779984,2412.72,2412.96,2411.1,1,-0.002770837477620856,0.993831284630538
2025-06-25 16:15:00+00:00,0.6064665,2419.99,2419.99,2411.92,1,-0.005334724523654908,0.9885294685040441
2025-06-25 16:30:00+00:00,0.8931003,2411.1,2410.82,2418.37,1,0.001131714520370643,0.9896482016573644
2025-06-25 16:45:00+00:00,0.6840374,2411.92,2411.93,2424.83,1,0.00334841392577734,0.9929619534774144
2025-06-25 17:00:00+00:00,0.9503293,2418.37,2418.38,2411.77,1,-0.004733234644679561,0.9882620315583664
2025-06-25 17:15:00+00:00,0.4343399,2424.83,2424.84,2423.76,0,0.0,0.9882620315583664
2025-06-25 17:30:00+00:00,0.99587363,2411.77,2411.76,2424.14,1,0.0031331807476695523,0.9913584351292979
2025-06-25 17:45:00+00:00,0.5813309,2423.76,2423.6,2416.83,1,-0.004793365241789081,0.9866064920641947
2025-06-25 18:00:00+00:00,0.026494365,2424.14,2423.91,2417.03,0,0.0,0.9866064920641947
2025-06-25 18:15:00+00:00,0.7197803,2416.83,2416.83,2419.76,1,-0.0007876681438081495,0.9858293735599214
2025-06-25 18:30:00+00:00,0.80928415,2417.03,2416.89,2431.0,1,0.003838081170429721,0.9896130667158383
2025-06-25 18:45:00+00:00,0.34327695,2419.76,2419.75,2437.01,0,0.0,0.9896130667158383
2025-06-25 19:00:00+00:00,0.9154696,2431.0,2430.99,2433.09,1,-0.001136154406229382,0.9884887134696269
2025-06-25 19:15:00+00:00,0.4847336,2437.01,2436.97,2434.01,0,0.0,0.9884887134696269
2025-06-25 19:30:00+00:00,0.43991667,2433.09,2432.9,2433.6,0,0.0,0.9884887134696269
2025-06-25 19:45:00+00:00,0.38778767,2434.01,2434.29,2430.59,0,0.0,0.9884887134696269
2025-06-25 20:00:00+00:00,0.11296081,2433.6,2433.6,2428.32,0,0.0,0.9884887134696269
2025-06-25 20:15:00+00:00,0.4710694,2430.59,2430.48,2440.2,0,0.0,0.9884887134696269
2025-06-25 20:30:00+00:00,0.98964685,2428.32,2428.29,2436.32,1,0.0013068537942337883,0.9897805236953819
2025-06-25 20:45:00+00:00,0.1810235,2440.2,2439.5,2431.51,0,0.0,0.9897805236953819
2025-06-25 21:00:00+00:00,0.06355519,2436.32,2436.6,2435.04,0,0.0,0.9897805236953819
2025-06-25 21:15:00+00:00,0.20794874,2431.51,2431.5,2431.81,0,0.0,0.9897805236953819
2025-06-25 21:30:00+00:00,0.0703286,2435.04,2434.81,2425.69,0,0.0,0.9897805236953819
2025-06-25 21:45:00+00:00,0.3198982,2431.81,2431.81,2420.28,0,0.0,0.9897805236953819
2025-06-25 22:00:00+00:00,0.026127758,2425.69,2425.7,2414.9,0,0.0,0.9897805236953819
2025-06-25 22:15:00+00:00,0.2368574,2420.28,2420.17,2417.52,0,0.0,0.9897805236953819
2025-06-25 22:30:00+00:00,0.8219414,2414.9,2414.72,2416.3,1,-0.001345679830373479,0.9884485960081486
2025-06-25 22:45:00+00:00,0.39529094,2417.52,2417.45,2416.48,0,0.0,0.9884485960081486
2025-06-25 23:00:00+00:00,0.52440363,2416.3,2416.59,2419.0,0,0.0,0.9884485960081486
2025-06-25 23:15:00+00:00,0.6301863,2416.48,2416.32,2419.69,1,-0.0006053171765330028,0.9878502710948649
2025-06-25 23:30:00+00:00,0.64460903,2419.0,2419.0,2424.15,1,0.0001289789169078865,0.9879776829528979
2025-06-25 23:45:00+00:00,0.6175773,2419.69,2419.89,2422.31,1,-0.0009999545433883022,0.9869897501800629
2025-06-26 00:00:00+00:00,0.28763756,2424.15,2424.16,2426.2,0,0.0,0.9869897501800629
2025-06-26 00:15:00+00:00,0.6501711,2422.31,2422.32,2428.32,1,0.00047696423263654704,0.9874605089888776
2025-06-26 00:30:00+00:00,0.6455063,2426.2,2426.16,2426.87,1,-0.0017073564810234903,0.9857745618891007
2025-06-26 00:45:00+00:00,0.5046844,2428.32,2428.32,2442.9,0,0.0,0.9857745618891007
2025-06-26 01:00:00+00:00,0.9977422,2426.87,2426.87,2459.16,1,0.011305203822207234,0.9969189442340041
2025-06-26 01:15:00+00:00,0.6165402,2442.9,2442.72,2460.51,1,0.005282865002947725,1.0021855324352735
2025-06-26 01:30:00+00:00,0.48664436,2459.16,2458.2,2467.1,0,0.0,1.0021855324352735
2025-06-26 01:45:00+00:00,0.3289844,2460.51,2460.51,2469.96,0,0.0,1.0021855324352735
2025-06-26 02:00:00+00:00,0.81922096,2467.1,2466.96,2464.32,1,-0.003070143010020397,0.9991086795281238
2025-06-26 02:15:00+00:00,0.56668425,2469.96,2469.96,2495.1,1,0.008178302482631185,1.007279692522327
2025-06-26 02:30:00+00:00,0.9991091,2464.32,2464.38,2501.81,1,0.013188404385687138,1.0205641044368021
2025-06-26 02:45:00+00:00,0.27305108,2495.1,2494.44,2493.2,0,0.0,1.0205641044368021
2025-06-26 03:00:00+00:00,0.028990367,2501.81,2502.2,2486.89,0,0.0,1.0205641044368021
2025-06-26 03:15:00+00:00,0.5617447,2493.2,2493.21,2490.36,1,-0.003143104672289952,1.0173563646317754
2025-06-26 03:30:00+00:00,0.72782433,2486.89,2486.64,2484.71,1,-0.0027761477334876643,1.0145320330659535
2025-06-26 03:45:00+00:00,0.49173975,2490.36,2490.36,2477.16,0,0.0,1.0145320330659535
2025-06-26 04:00:00+00:00,0.027493535,2484.71,2484.71,2478.73,0,0.0,1.0145320330659535
2025-06-26 04:15:00+00:00,0.5127275,2477.16,2477.27,2481.72,0,0.0,1.0145320330659535
2025-06-26 04:30:00+00:00,0.6818461,2478.73,2478.84,2481.51,1,-0.0009228832841168249,1.0135957384114358
2025-06-26 04:45:00+00:00,0.4711512,2481.72,2481.78,2475.72,0,0.0,1.0135957384114358
2025-06-26 05:00:00+00:00,0.01414511,2481.51,2481.51,2472.6,0,0.0,1.0135957384114358
2025-06-26 05:15:00+00:00,0.24351306,2475.72,2475.6,2476.8,0,0.0,1.0135957384114358
2025-06-26 05:30:00+00:00,0.8321547,2472.6,2472.48,2484.51,1,0.002865560085420384,1.0165002579021798
2025-06-26 05:45:00+00:00,0.3492828,2476.8,2476.92,2481.12,0,0.0,1.0165002579021798
