loss,accuracy
0.17315046914570434,99.7431506849315
0.033661317333878414,99.7431506849315
0.027907481932613467,99.7431506849315
0.021205200688979988,99.7431506849315
0.018555161825913404,99.7431506849315
0.0167818959952066,99.7431506849315
0.014220441188496937,99.7431506849315
0.013602616830861993,99.7431506849315
0.012590269495766344,99.7431506849315
0.010934609844948031,99.7431506849315
0.00958964775574194,99.7431506849315
0.009808942559175193,99.7431506849315
0.008854507289860132,99.7431506849315
0.008260155988474642,99.7431506849315
0.008633325184096716,99.7431506849315
0.008000704565867116,99.7431506849315
0.0074140793440165,99.7431506849315
0.007256281048674802,99.7431506849315
0.0063485969263378395,99.7431506849315
0.006483562525577976,99.7431506849315
0.0075630785899453,99.7431506849315
0.005453799458337016,99.7431506849315
0.0050597119178356865,99.7431506849315
0.005615726720342147,99.7431506849315
0.005126018643620357,99.7431506849315
0.004330490939797268,99.7431506849315
0.004626078264014463,99.77168949771689
0.0046144789789000894,99.77168949771689
0.004764849255090147,99.72888127853881
0.004421387502329058,99.7574200913242
0.0034827472918550484,99.81449771689498
0.004752991935155089,99.78595890410959
0.0032952396733370343,99.85730593607306
0.004137970112684083,99.7574200913242
0.00328880750956679,99.84303652968036
0.003346521880303044,99.78595890410959
0.00324508074014115,99.84303652968036
0.0026724082322613996,99.84303652968036
0.004355899565114539,99.81449771689498
0.0027533197890729105,99.88584474885845
0.0028394115112990092,99.85730593607306
0.002420483978653465,99.85730593607306
0.0024922008491168007,99.88584474885845
0.0016342642340012909,99.97146118721462
0.00302251431701604,99.85730593607306
0.002460866956994323,99.90011415525115
0.003802027472244975,99.88584474885845
0.002069840803756051,99.92865296803653
0.0018859930535524785,99.95719178082192
0.001316997215878603,99.97146118721462
