open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,quote_asset_volume,ignore
2024-09-05 00:00:00+00:00,135.0,137.14,127.81,128.65,1711.953,2024-09-05 23:59:59.999,225052.58606,1462,1052.076,138335.38992,,
2024-09-06 00:00:00+00:00,128.12,130.99,119.53,127.0,1927.837,2024-09-06 23:59:59.999,241350.22401,1638,799.861,100482.89085,,
2024-09-07 00:00:00+00:00,125.71,130.79,124.05,124.92,1005.651,2024-09-07 23:59:59.999,127539.94396,1527,397.922,50790.52911,,
2024-09-08 00:00:00+00:00,124.75,130.22,123.79,126.15,861.844,2024-09-08 23:59:59.999,108358.23826,803,455.922,57472.10573,,
2024-09-09 00:00:00+00:00,126.07,142.22,124.67,140.55,1928.004,2024-09-09 23:59:59.999,261512.88555,3486,792.962,107487.05097,,
2024-09-10 00:00:00+00:00,140.12,153.18,136.35,150.79,3075.212,2024-09-10 23:59:59.999,450669.21173,2495,1223.032,177935.75929,,
2024-09-11 00:00:00+00:00,150.41,160.05,145.34,149.56,5343.397,2024-09-11 23:59:59.999,801918.88993,3712,1966.646,297811.98319,,
2024-09-12 00:00:00+00:00,149.58,155.02,141.78,145.4,3621.779,2024-09-12 23:59:59.999,535327.58421,5672,2025.226,301683.22966,,
2024-09-13 00:00:00+00:00,145.02,146.36,138.88,144.26,2640.653,2024-09-13 23:59:59.999,376758.85502,4731,1224.3,174728.52934,,
2024-09-14 00:00:00+00:00,144.4,144.4,136.9,140.27,1663.459,2024-09-14 23:59:59.999,232900.25764,2659,537.193,75176.61146,,
2024-09-15 00:00:00+00:00,140.23,149.84,140.19,143.57,2315.308,2024-09-15 23:59:59.999,336942.56261,3081,1226.961,178809.7289,,
2024-09-16 00:00:00+00:00,143.23,143.66,137.22,141.01,1631.208,2024-09-16 23:59:59.999,227611.49156,1341,1268.141,176774.76152,,
2024-09-17 00:00:00+00:00,140.25,147.85,136.78,140.57,2098.994,2024-09-17 23:59:59.999,297925.59428,2659,1036.461,147725.40232,,
2024-09-18 00:00:00+00:00,140.56,141.81,134.21,141.54,2141.897,2024-09-18 23:59:59.999,293539.67533,1358,1071.841,147455.92363,,
2024-09-19 00:00:00+00:00,141.81,152.77,141.61,150.14,2145.385,2024-09-19 23:59:59.999,315634.78894,1517,1033.828,152643.52648,,
