coin,entry_time,exit_time,entry_price,exit_price,position_size,price_return,gross_pnl,fees,net_pnl,bankroll_after,trade_number
DOGEUSDC,2025-04-07 16:00:00+00:00,2025-04-07 17:00:00+00:00,0.1469,0.1491,25.0,0.014976174268209717,0.3744043567052429,0.050374404356705246,0.32402995234853765,69.12603678725308,53
DOGEUSDC,2025-04-09 16:00:00+00:00,2025-04-09 17:00:00+00:00,0.14602,0.16122,25.0,0.10409532940693049,2.6023832351732623,0.05260238323517326,2.549780851938089,71.67581763919118,54
DOGEUSDC,2025-05-10 04:00:00+00:00,2025-05-10 05:00:00+00:00,0.20984,0.21537,25.0,0.02635341212352272,0.658835303088068,0.05065883530308807,0.6081764677849799,72.28399410697617,55
DOGEUSDC,2025-05-10 05:00:00+00:00,2025-05-10 06:00:00+00:00,0.20887,0.22623,25.0,0.08311389859721352,2.077847464930338,0.05207784746493034,2.0257696174654076,74.30976372444158,56
DOGEUSDC,2025-06-09 20:00:00+00:00,2025-06-09 21:00:00+00:00,0.18668,0.1938,25.0,0.03814013284765367,0.9535033211913417,0.05095350332119135,0.9025498178701504,75.21231354231173,57
DOGEUSDC,2025-06-22 21:00:00+00:00,2025-06-22 22:00:00+00:00,0.14816,0.15095,25.0,0.01883099352051846,0.4707748380129615,0.05047077483801296,0.4203040631749485,75.63261760548669,58
DOGEUSDC,2025-06-23 16:00:00+00:00,2025-06-23 17:00:00+00:00,0.15255,0.15556,25.0,0.019731235660439283,0.4932808915109821,0.05049328089151099,0.4427876106194711,76.07540521610616,59
DOGEUSDC,2025-06-23 21:00:00+00:00,2025-06-23 22:00:00+00:00,0.15896,0.16478,25.0,0.03661298439859097,0.9153246099647742,0.05091532460996477,0.8644092853548094,76.93981450146097,60
DOGEUSDC,2025-08-07 08:00:00+00:00,2025-08-07 09:00:00+00:00,0.20585,0.20626,25.0,0.0019917415593878733,0.04979353898469683,0.0500497935389847,-0.00025625455428787,76.93955824690669,61
DOGEUSDC,2025-08-07 09:00:00+00:00,2025-08-07 10:00:00+00:00,0.2061,0.21284,25.0,0.03270257156720037,0.8175642891800092,0.050817564289180016,0.7667467248908292,77.70630497179751,62
DOGEUSDC,2025-08-22 13:00:00+00:00,2025-08-22 14:00:00+00:00,0.21066,0.2286,25.0,0.08516092281401316,2.1290230703503292,0.05212902307035033,2.076894047279979,79.78319901907749,63
ETHUSDC,2024-11-06 01:00:00+00:00,2024-11-06 02:00:00+00:00,2485.54,2568.78,25.0,0.03348970445054203,0.8372426112635507,0.05083724261126356,0.7864053686522872,26.786405368652286,1
ETHUSDC,2024-12-20 10:00:00+00:00,2024-12-20 11:00:00+00:00,3261.98,3099.77,25.0,-0.04972746614019707,-1.2431866535049267,0.04875681334649508,-1.2919434668514218,25.494461901800864,2
ETHUSDC,2024-12-20 11:00:00+00:00,2024-12-20 12:00:00+00:00,3182.21,3232.16,25.0,0.015696638499658983,0.3924159624914746,0.05039241596249148,0.3420235465289831,25.836485448329846,3
ETHUSDC,2025-01-15 12:00:00+00:00,2025-01-15 13:00:00+00:00,3198.19,3298.6,25.0,0.031395883296489534,0.7848970824122383,0.05078489708241224,0.734112185329826,26.570597633659673,4
ETHUSDC,2025-01-20 05:00:00+00:00,2025-01-20 06:00:00+00:00,3266.91,3409.82,25.0,0.04374470064984965,1.0936175162462414,0.05109361751624625,1.0425238987299952,27.61312153238967,5
ETHUSDC,2025-02-03 06:00:00+00:00,2025-02-03 07:00:00+00:00,2516.0,2624.59,25.0,0.04315977742448336,1.078994435612084,0.05107899443561209,1.027915441176472,28.64103697356614,6
ETHUSDC,2025-02-03 14:00:00+00:00,2025-02-03 15:00:00+00:00,2579.32,2704.47,25.0,0.04852054029744259,1.2130135074360648,0.05121301350743607,1.1618004939286288,29.80283746749477,7
ETHUSDC,2025-02-03 20:00:00+00:00,2025-02-03 21:00:00+00:00,2769.2,2819.95,25.0,0.018326592517694643,0.4581648129423661,0.050458164812942366,0.40770664812942375,30.21054411562419,8
ETHUSDC,2025-03-02 15:00:00+00:00,2025-03-02 16:00:00+00:00,2195.7,2442.89,25.0,0.11257913193970036,2.8144782984925087,0.052814478298492507,2.7616638201940162,32.972207935818204,9
ETHUSDC,2025-04-08 00:00:00+00:00,2025-04-08 01:00:00+00:00,1552.43,1590.7,25.0,0.024651675115786205,0.6162918778946551,0.050616291877894654,0.5656755860167605,33.537883521834964,10
ETHUSDC,2025-04-09 16:00:00+00:00,2025-04-09 17:00:00+00:00,1483.95,1632.5,25.0,0.10010445095859022,2.5026112739647557,0.05250261127396476,2.450108662690791,35.98799218452575,11
ETHUSDC,2025-04-22 20:00:00+00:00,2025-04-22 21:00:00+00:00,1699.63,1754.9,25.0,0.032518842336273175,0.8129710584068294,0.05081297105840683,0.7621580873484225,36.750150271874176,12
ETHUSDC,2025-05-08 02:00:00+00:00,2025-05-08 03:00:00+00:00,1823.11,1901.12,25.0,0.042789519008726844,1.069737975218171,0.051069737975218174,1.018668237242953,37.76881850911713,13
ETHUSDC,2025-05-08 15:00:00+00:00,2025-05-08 16:00:00+00:00,1990.24,2050.98,25.0,0.030518932390063515,0.7629733097515878,0.05076297330975159,0.7122103364418363,38.48102884555897,14
ETHUSDC,2025-05-08 19:00:00+00:00,2025-05-08 20:00:00+00:00,2067.75,2185.11,25.0,0.0567573449401524,1.4189336235038101,0.05141893362350382,1.3675146898803063,39.848543535439276,15
ETHUSDC,2025-07-10 20:00:00+00:00,2025-07-10 21:00:00+00:00,2818.2,2973.19,25.0,0.054996096799375574,1.3749024199843893,0.051374902419984395,1.323527517564405,41.172071053003684,16
ETHUSDC,2025-08-22 13:00:00+00:00,2025-08-22 14:00:00+00:00,4244.71,4613.42,25.0,0.08686341351941594,2.1715853379853987,0.052171585337985396,2.119413752647413,43.291484805651095,17
XRPUSDC,2024-10-01 17:00:00+00:00,2024-10-01 18:00:00+00:00,0.6054,0.6214,25.0,0.02642880740006591,0.6607201850016478,0.050660720185001645,0.6100594648166461,26.610059464816647,1
XRPUSDC,2024-11-14 16:00:00+00:00,2024-11-14 17:00:00+00:00,0.7137,0.7664,25.0,0.07384054925038527,1.8460137312596319,0.05184601373125963,1.7941677175283721,28.404227182345018,2
XRPUSDC,2024-11-15 11:00:00+00:00,2024-11-15 12:00:00+00:00,0.8136,0.8655,25.0,0.06379056047197647,1.5947640117994117,0.05159476401179941,1.5431692477876124,29.94739643013263,3
XRPUSDC,2024-11-16 03:00:00+00:00,2024-11-16 04:00:00+00:00,0.8917,0.9484,25.0,0.0635864079847482,1.589660199618705,0.051589660199618706,1.5380705394190863,31.485466969551716,4
XRPUSDC,2024-11-16 04:00:00+00:00,2024-11-16 05:00:00+00:00,0.9087,0.9831,25.0,0.08187520633872568,2.046880158468142,0.052046880158468145,1.9948332783096738,33.48030024786139,5
XRPUSDC,2024-11-16 05:00:00+00:00,2024-11-16 06:00:00+00:00,0.9482,0.9609,25.0,0.013393798776629332,0.33484496941573333,0.05033484496941573,0.2845101244463176,33.764810372307714,6
XRPUSDC,2024-11-16 07:00:00+00:00,2024-11-16 08:00:00+00:00,0.9615,0.9968,25.0,0.036713468538741544,0.9178367134685386,0.05091783671346854,0.8669188767550701,34.631729249062786,7
XRPUSDC,2024-11-16 08:00:00+00:00,2024-11-16 09:00:00+00:00,0.9722,1.0527,25.0,0.08280189261468836,2.070047315367209,0.05207004731536721,2.0179772680518417,36.64970651711463,8
