open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,quote_asset_volume,ignore
2024-12-19 00:00:00+00:00,0.0262,0.06794,0.0262,0.028634,64213178.0,2024-12-19 23:59:59.999,1909742.117808,6941,19625101.0,595634.481582,,
2024-12-20 00:00:00+00:00,0.028641,0.029868,0.022664,0.027842,60015070.0,2024-12-20 23:59:59.999,1590310.394185,4698,30832547.0,820017.960636,,
2024-12-21 00:00:00+00:00,0.027829,0.032288,0.027307,0.028618,52599629.0,2024-12-21 23:59:59.999,1567268.70852,6290,23366552.0,699093.52767,,
2024-12-22 00:00:00+00:00,0.028586,0.032432,0.02535,0.025918,63354849.0,2024-12-22 23:59:59.999,1682361.803785,8408,31778260.0,847741.544502,,
2024-12-23 00:00:00+00:00,0.025699,0.030902,0.025136,0.030189,39706710.0,2024-12-23 23:59:59.999,1100952.239595,8412,19783312.0,549023.358269,,
2024-12-24 00:00:00+00:00,0.030136,0.03826,0.028001,0.035816,75137890.0,2024-12-24 23:59:59.999,2583225.664565,19567,40988257.0,1406887.70704,,
2024-12-25 00:00:00+00:00,0.035818,0.039496,0.034392,0.037719,73708486.0,2024-12-25 23:59:59.999,2697331.58591,21750,36445448.0,1335031.511441,,
2024-12-26 00:00:00+00:00,0.037725,0.043393,0.036056,0.038264,72746727.0,2024-12-26 23:59:59.999,2847811.099274,20119,33115146.0,1298512.615919,,
2024-12-27 00:00:00+00:00,0.038015,0.038161,0.033246,0.033885,58513694.0,2024-12-27 23:59:59.999,2050442.309216,11782,27225294.0,953941.597783,,
2024-12-28 00:00:00+00:00,0.033931,0.036874,0.033126,0.035973,190649295.0,2024-12-28 23:59:59.999,6714521.313338,30701,96185852.0,3386965.47456,,
2024-12-29 00:00:00+00:00,0.03603,0.03646,0.03145,0.031852,145633207.0,2024-12-29 23:59:59.999,4944777.118398,21594,70889294.0,2408195.746491,,
2024-12-30 00:00:00+00:00,0.031861,0.033018,0.030051,0.03095,147482069.0,2024-12-30 23:59:59.999,4656726.850948,20935,70687031.0,2231724.56762,,
2024-12-31 00:00:00+00:00,0.030949,0.034339,0.029552,0.03325,196367172.0,2024-12-31 23:59:59.999,6286984.923429,25424,95472854.0,3055842.666753,,
2025-01-01 00:00:00+00:00,0.033234,0.04,0.032882,0.039157,155357204.0,2025-01-01 23:59:59.999,5462022.062448,18585,79240389.0,2794719.354428,,
2025-01-02 00:00:00+00:00,0.039355,0.04094,0.036854,0.037212,45552305.0,2025-01-02 23:59:59.999,1741904.114318,9209,21520747.0,825034.71717,,
2025-01-03 00:00:00+00:00,0.03719,0.037661,0.034062,0.037193,62078884.0,2025-01-03 23:59:59.999,2240294.073469,8985,22549879.0,819422.623586,,
2025-01-04 00:00:00+00:00,0.03721,0.042245,0.035628,0.040486,87428621.0,2025-01-04 23:59:59.999,3374098.105909,10961,44205866.0,1710748.040023,,
2025-01-05 00:00:00+00:00,0.040555,0.044405,0.039751,0.04003,96775978.0,2025-01-05 23:59:59.999,4029417.791711,15112,42760208.0,1789285.684422,,
2025-01-06 00:00:00+00:00,0.040037,0.046957,0.039398,0.042984,117771622.0,2025-01-06 23:59:59.999,5179243.034282,15085,61778699.0,2717861.160863,,
2025-01-07 00:00:00+00:00,0.04306,0.043846,0.037151,0.037329,84090206.0,2025-01-07 23:59:59.999,3370977.269617,12508,35031136.0,1404837.966213,,
2025-01-08 00:00:00+00:00,0.037312,0.038014,0.032652,0.035927,119066487.0,2025-01-08 23:59:59.999,4192883.015643,14404,49106133.0,1732937.61483,,
2025-01-09 00:00:00+00:00,0.035895,0.037324,0.031401,0.033316,108419194.0,2025-01-09 23:59:59.999,3651421.730819,10570,51148398.0,1723634.093214,,
2025-01-10 00:00:00+00:00,0.033287,0.036446,0.032306,0.033501,57344754.0,2025-01-10 23:59:59.999,1959673.478905,9921,25208951.0,860990.29172,,
2025-01-11 00:00:00+00:00,0.033607,0.033785,0.031637,0.032968,62845467.0,2025-01-11 23:59:59.999,2058886.996018,10257,26453345.0,866343.619242,,
2025-01-12 00:00:00+00:00,0.032891,0.034106,0.031477,0.03248,20402292.0,2025-01-12 23:59:59.999,670576.734876,4462,9323442.0,306626.336974,,
2025-01-13 00:00:00+00:00,0.032424,0.034247,0.028022,0.03134,116390137.0,2025-01-13 23:59:59.999,3459943.945081,14484,50311586.0,1499162.705113,,
2025-01-14 00:00:00+00:00,0.03134,0.033566,0.030995,0.032004,61085592.0,2025-01-14 23:59:59.999,1967199.263812,8079,28679640.0,923291.103534,,
2025-01-15 00:00:00+00:00,0.032063,0.036107,0.03022,0.035528,94219988.0,2025-01-15 23:59:59.999,3205046.242748,12878,51425808.0,1752258.222006,,
2025-01-16 00:00:00+00:00,0.035472,0.035528,0.031818,0.032695,49152884.0,2025-01-16 23:59:59.999,1633108.920427,8813,22589336.0,749884.659431,,
2025-01-17 00:00:00+00:00,0.03263,0.034533,0.031507,0.032467,55704553.0,2025-01-17 23:59:59.999,1835413.487836,12183,24791108.0,816318.486449,,
2025-01-18 00:00:00+00:00,0.032452,0.033057,0.0266,0.029532,104203352.0,2025-01-18 23:59:59.999,2961845.619093,15276,42004730.0,1197187.191583,,
2025-01-19 00:00:00+00:00,0.029586,0.031,0.024966,0.025266,150873644.0,2025-01-19 23:59:59.999,4148172.614986,21029,68799176.0,1903162.283936,,
2025-01-20 00:00:00+00:00,0.025302,0.027337,0.022311,0.024667,97992138.0,2025-01-20 23:59:59.999,2395696.961318,13844,46757340.0,1145353.736262,,
2025-01-21 00:00:00+00:00,0.024664,0.02503,0.022351,0.023646,81575765.0,2025-01-21 23:59:59.999,1924042.802249,8809,41159178.0,972116.062178,,
2025-01-22 00:00:00+00:00,0.023576,0.026678,0.022946,0.024251,65243943.0,2025-01-22 23:59:59.999,1588810.840139,5675,32526706.0,792498.957662,,
2025-01-23 00:00:00+00:00,0.024235,0.02607,0.02311,0.023975,42106602.0,2025-01-23 23:59:59.999,1037831.795431,4647,18339555.0,451312.096403,,
2025-01-24 00:00:00+00:00,0.024095,0.025711,0.022685,0.022741,20279770.0,2025-01-24 23:59:59.999,489987.348906,1908,9198783.0,221382.138318,,
2025-01-25 00:00:00+00:00,0.022722,0.023355,0.021728,0.023017,41621252.0,2025-01-25 23:59:59.999,936399.71555,3095,21622858.0,487120.979273,,
2025-01-26 00:00:00+00:00,0.023003,0.027396,0.022967,0.024691,104831276.0,2025-01-26 23:59:59.999,2721750.257217,8609,53418092.0,1390922.586873,,
2025-01-27 00:00:00+00:00,0.024769,0.02507,0.020684,0.021264,161292800.0,2025-01-27 23:59:59.999,3549695.897422,13728,62993626.0,1387763.909801,,
2025-01-28 00:00:00+00:00,0.021233,0.021845,0.015324,0.015512,515487496.0,2025-01-28 23:59:59.999,9059481.408266,29311,250916234.0,4406210.447325,,
2025-01-29 00:00:00+00:00,0.015531,0.016932,0.014945,0.015074,180879308.0,2025-01-29 23:59:59.999,2867572.276209,11349,85111128.0,1348775.85744,,
2025-01-30 00:00:00+00:00,0.015093,0.015869,0.01439,0.014696,147941368.0,2025-01-30 23:59:59.999,2237347.630007,8033,66705243.0,1011930.942532,,
2025-01-31 00:00:00+00:00,0.014707,0.015872,0.013801,0.014742,126805858.0,2025-01-31 23:59:59.999,1868010.753245,6704,54881300.0,813989.538766,,
2025-02-01 00:00:00+00:00,0.01481,0.017118,0.013241,0.01357,152696062.0,2025-02-01 23:59:59.999,2332174.27694,7718,78150635.0,1198795.576007,,
2025-02-02 00:00:00+00:00,0.013574,0.0145,0.01146,0.013021,92809206.0,2025-02-02 23:59:59.999,1232875.467342,4690,41892177.0,557780.405755,,
2025-02-03 00:00:00+00:00,0.012921,0.013945,0.009445,0.013621,167764708.0,2025-02-03 23:59:59.999,2022809.093525,7009,79940873.0,971131.360595,,
2025-02-04 00:00:00+00:00,0.013553,0.013823,0.012017,0.013121,103902760.0,2025-02-04 23:59:59.999,1333178.624455,4049,51272272.0,660577.713553,,
2025-02-05 00:00:00+00:00,0.013094,0.014002,0.011533,0.011664,83818856.0,2025-02-05 23:59:59.999,1089428.353415,3647,34873888.0,456303.405676,,
2025-02-06 00:00:00+00:00,0.011673,0.012064,0.010526,0.010684,52766000.0,2025-02-06 23:59:59.999,595392.416557,3042,22473948.0,254581.930477,,
2025-02-07 00:00:00+00:00,0.010771,0.012493,0.009738,0.010143,77401322.0,2025-02-07 23:59:59.999,842171.540591,3925,34986911.0,382398.504246,,
2025-02-08 00:00:00+00:00,0.010228,0.010838,0.010005,0.010561,49994421.0,2025-02-08 23:59:59.999,521228.944301,1822,20014426.0,208998.340678,,
2025-02-09 00:00:00+00:00,0.010554,0.010919,0.009296,0.010064,44034507.0,2025-02-09 23:59:59.999,451860.22055,2100,19488359.0,200113.957429,,
2025-02-10 00:00:00+00:00,0.01003,0.010771,0.009559,0.010013,42614001.0,2025-02-10 23:59:59.999,435399.436562,1948,18930579.0,194329.769312,,
2025-02-11 00:00:00+00:00,0.010063,0.0111,0.009769,0.010041,51533754.0,2025-02-11 23:59:59.999,534215.611086,2239,27843528.0,288569.411854,,
2025-02-12 00:00:00+00:00,0.00995,0.010574,0.00926,0.010569,66083958.0,2025-02-12 23:59:59.999,656068.376018,3372,34639905.0,344350.453118,,
2025-02-13 00:00:00+00:00,0.010589,0.011388,0.00942,0.010156,134380544.0,2025-02-13 23:59:59.999,1391261.07337,5849,61505670.0,637877.761053,,
2025-02-14 00:00:00+00:00,0.010146,0.011556,0.010089,0.010817,73503934.0,2025-02-14 23:59:59.999,799097.211265,3466,38100836.0,413650.315827,,
2025-02-15 00:00:00+00:00,0.010715,0.011061,0.00985,0.010118,39397676.0,2025-02-15 23:59:59.999,400979.281844,1932,14136636.0,145087.105183,,
2025-02-16 00:00:00+00:00,0.010108,0.010208,0.009492,0.009636,25869755.0,2025-02-16 23:59:59.999,254321.457475,882,10143494.0,100328.115869,,
2025-02-17 00:00:00+00:00,0.00967,0.010016,0.009053,0.00919,23965086.0,2025-02-17 23:59:59.999,228208.189971,1263,10054388.0,96587.726612,,
2025-02-18 00:00:00+00:00,0.009229,0.009305,0.007804,0.008229,28641087.0,2025-02-18 23:59:59.999,246259.731099,1261,10342465.0,89295.65676,,
2025-02-19 00:00:00+00:00,0.008271,0.008404,0.00785,0.007996,19901794.0,2025-02-19 23:59:59.999,161582.904233,694,10389371.0,84464.602177,,
2025-02-20 00:00:00+00:00,0.007974,0.008792,0.007934,0.008693,34313737.0,2025-02-20 23:59:59.999,288829.64562,1622,17460311.0,147180.390314,,
2025-02-21 00:00:00+00:00,0.008674,0.009567,0.008261,0.008377,38296835.0,2025-02-21 23:59:59.999,340567.815122,2001,18057515.0,161033.270124,,
2025-02-22 00:00:00+00:00,0.008304,0.0105,0.00823,0.008936,44471660.0,2025-02-22 23:59:59.999,393917.348868,1940,22924453.0,204075.886668,,
2025-02-23 00:00:00+00:00,0.008934,0.009046,0.008231,0.008653,40502890.0,2025-02-23 23:59:59.999,348449.47217,1401,18944489.0,162766.964804,,
2025-02-24 00:00:00+00:00,0.008738,0.008985,0.007034,0.007211,68410672.0,2025-02-24 23:59:59.999,556374.046946,2182,30935441.0,253402.187456,,
2025-02-25 00:00:00+00:00,0.007254,0.008534,0.006709,0.008052,55524161.0,2025-02-25 23:59:59.999,409916.509937,2769,26780551.0,196705.977009,,
2025-02-26 00:00:00+00:00,0.008054,0.0085,0.007874,0.008282,30424195.0,2025-02-26 23:59:59.999,249300.889645,1354,11552544.0,94804.812468,,
2025-02-27 00:00:00+00:00,0.008344,0.008856,0.007999,0.008069,23251019.0,2025-02-27 23:59:59.999,194684.432404,2067,11608812.0,97467.543749,,
2025-02-28 00:00:00+00:00,0.008093,0.009516,0.007591,0.00909,48722896.0,2025-02-28 23:59:59.999,418626.333153,3158,23477648.0,201986.336847,,
2025-03-01 00:00:00+00:00,0.009102,0.009325,0.008656,0.008741,34309032.0,2025-03-01 23:59:59.999,307414.770923,1231,21000044.0,189077.704123,,
2025-03-02 00:00:00+00:00,0.008746,0.009389,0.008492,0.009252,54305632.0,2025-03-02 23:59:59.999,486416.395968,3882,24586669.0,221656.643509,,
2025-03-03 00:00:00+00:00,0.009224,0.009224,0.006944,0.007104,60022797.0,2025-03-03 23:59:59.999,483940.400004,2595,24725517.0,199172.677097,,
2025-03-04 00:00:00+00:00,0.007073,0.007151,0.006225,0.006727,74582986.0,2025-03-04 23:59:59.999,500784.796856,1806,33040930.0,222225.902154,,
2025-03-05 00:00:00+00:00,0.006746,0.006818,0.006358,0.006567,64419232.0,2025-03-05 23:59:59.999,423742.831076,2394,26144157.0,172203.910475,,
2025-03-06 00:00:00+00:00,0.006585,0.00669,0.006003,0.006213,70714708.0,2025-03-06 23:59:59.999,451627.012656,4482,29648747.0,189731.680616,,
2025-03-07 00:00:00+00:00,0.006247,0.006922,0.005915,0.006363,104271288.0,2025-03-07 23:59:59.999,678947.5229,4194,49890072.0,324912.898614,,
2025-03-08 00:00:00+00:00,0.006409,0.006554,0.005915,0.006084,38207053.0,2025-03-08 23:59:59.999,239225.9469,2015,18357071.0,115709.391035,,
2025-03-09 00:00:00+00:00,0.00607,0.00626,0.005296,0.005503,68551568.0,2025-03-09 23:59:59.999,387766.733337,2911,31145218.0,177284.521061,,
2025-03-10 00:00:00+00:00,0.00552,0.005965,0.005474,0.005599,46350547.0,2025-03-10 23:59:59.999,263205.261208,2260,23151465.0,131484.321805,,
2025-03-11 00:00:00+00:00,0.005617,0.006315,0.005081,0.006211,37267769.0,2025-03-11 23:59:59.999,216708.782857,1588,18768119.0,109648.406704,,
2025-03-12 00:00:00+00:00,0.006194,0.006407,0.00576,0.006034,55768926.0,2025-03-12 23:59:59.999,338328.783407,2411,29234446.0,176598.433594,,
2025-03-13 00:00:00+00:00,0.006006,0.00717,0.005699,0.005944,166376150.0,2025-03-13 23:59:59.999,1028967.543112,8018,83795177.0,517571.210429,,
2025-03-14 00:00:00+00:00,0.005952,0.006801,0.005904,0.006542,121003822.0,2025-03-14 23:59:59.999,779114.363477,7560,58317594.0,375247.464439,,
