open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
2024-09-04 00:00:00+00:00,0.5571,0.5647,0.5327,0.558,7509493.0,2024-09-04 23:59:59.999000+00:00,4153602.2153,9690,3622519.0,2002648.9971,
2024-09-05 00:00:00+00:00,0.5575,0.5597,0.5399,0.5443,6108391.0,2024-09-05 23:59:59.999000+00:00,3350526.4795,8255,3108235.0,1705247.783,
2024-09-06 00:00:00+00:00,0.5444,0.5471,0.5018,0.521,11578571.0,2024-09-06 23:59:59.999000+00:00,6110934.2483,14924,5901133.0,3116355.1597,
2024-09-07 00:00:00+00:00,0.5205,0.5328,0.5196,0.5249,4134955.0,2024-09-07 23:59:59.999000+00:00,2180967.8226,4489,2035086.0,1073380.5439,
2024-09-08 00:00:00+00:00,0.5248,0.5314,0.5208,0.5291,2667769.0,2024-09-08 23:59:59.999000+00:00,1405258.8416,3250,1308226.0,689118.8913,
2024-09-09 00:00:00+00:00,0.5294,0.543,0.5269,0.5395,5034149.0,2024-09-09 23:59:59.999000+00:00,2688307.4733,7079,2592932.0,1384732.8989,
2024-09-10 00:00:00+00:00,0.5396,0.5429,0.5339,0.541,3841874.0,2024-09-10 23:59:59.999000+00:00,2067730.2032,7299,1978863.0,1065130.7148,
2024-09-11 00:00:00+00:00,0.5409,0.5413,0.523,0.5349,5107405.0,2024-09-11 23:59:59.999000+00:00,2721419.1054,10458,2705899.0,1441732.807,
2024-09-12 00:00:00+00:00,0.5349,0.5881,0.5337,0.5626,11741314.0,2024-09-12 23:59:59.999000+00:00,6574307.4511,20184,6048692.0,3384539.9821,
2024-09-13 00:00:00+00:00,0.5627,0.5747,0.5555,0.5728,9532349.0,2024-09-13 23:59:59.999000+00:00,5406869.0171,13890,4843276.0,2746859.6598,
2024-09-14 00:00:00+00:00,0.5732,0.5994,0.5709,0.5958,10976362.0,2024-09-14 23:59:59.999000+00:00,6446100.5473,15772,4729330.0,2775933.16,
2024-09-15 00:00:00+00:00,0.5958,0.5959,0.5688,0.571,5558077.0,2024-09-15 23:59:59.999000+00:00,3246958.2745,7788,2439272.0,1424947.9694,
2024-09-16 00:00:00+00:00,0.5707,0.5915,0.56,0.5866,8271396.0,2024-09-16 23:59:59.999000+00:00,4757702.194,7921,4134326.0,2376910.6916,
2024-09-17 00:00:00+00:00,0.5864,0.5934,0.579,0.584,6778713.0,2024-09-17 23:59:59.999000+00:00,3977360.4253,6453,3267052.0,1916162.1352,
2024-09-18 00:00:00+00:00,0.5839,0.5858,0.5622,0.5852,8416571.0,2024-09-18 23:59:59.999000+00:00,4839303.1079,11118,3907392.0,2246289.7428,
2024-09-19 00:00:00+00:00,0.5855,0.5948,0.5814,0.5871,9313507.0,2024-09-19 23:59:59.999000+00:00,5469324.5967,8855,4492960.0,2637584.6877,
2024-09-20 00:00:00+00:00,0.5872,0.5929,0.5764,0.5853,12573401.0,2024-09-20 23:59:59.999000+00:00,7355288.3219,9627,7500745.0,4387876.4288,
2024-09-21 00:00:00+00:00,0.5851,0.6127,0.5802,0.5979,6592589.0,2024-09-21 23:59:59.999000+00:00,3926079.5849,7196,3147349.0,1873219.7773,
2024-09-22 00:00:00+00:00,0.5977,0.6056,0.5781,0.5875,6950305.0,2024-09-22 23:59:59.999000+00:00,4113463.7141,6858,3151264.0,1865037.4698,
2024-09-23 00:00:00+00:00,0.5872,0.5957,0.579,0.5852,7060178.0,2024-09-23 23:59:59.999000+00:00,4150887.9537,7927,3387323.0,1991259.4549,
2024-09-24 00:00:00+00:00,0.5846,0.5928,0.5814,0.5913,7119703.0,2024-09-24 23:59:59.999000+00:00,4180144.5353,8046,3482874.0,2045324.0266,
2024-09-25 00:00:00+00:00,0.5914,0.5957,0.5824,0.583,5546023.0,2024-09-25 23:59:59.999000+00:00,3264873.1815,8322,2705247.0,1592469.9499,
2024-09-26 00:00:00+00:00,0.5832,0.5964,0.5743,0.5907,8030011.0,2024-09-26 23:59:59.999000+00:00,4722958.5381,10155,4235424.0,2490486.8148,
2024-09-27 00:00:00+00:00,0.5907,0.5971,0.5827,0.5887,8424667.0,2024-09-27 23:59:59.999000+00:00,4962431.0004,12169,4177199.0,2460574.071,
